age_tuned;ISOBENd13cLOESSsmooth;ISOBENd18oLOESSsmooth
48.935;0.767;-0.213
48.940;0.996;0.011
48.945;0.870;-0.099
48.950;0.701;-0.308
48.955;0.745;-0.301
48.960;0.768;-0.208
48.965;0.827;-0.120
48.970;0.944;-0.171
48.975;0.954;-0.274
48.980;0.801;-0.266
48.985;0.726;-0.202
48.990;0.677;-0.297
48.995;0.682;-0.317
49.000;0.778;-0.222
49.005;0.918;-0.075
49.010;0.868;-0.215
49.015;0.812;-0.283
49.020;0.779;-0.070
49.025;0.785;-0.160
49.030;0.818;-0.272
49.035;0.784;-0.312
49.040;0.702;-0.394
49.045;0.786;-0.344
49.050;0.917;-0.254
49.055;0.883;-0.277
49.060;0.887;-0.211
49.065;0.933;-0.084
49.070;0.945;-0.103
49.075;0.990;-0.043
49.080;0.876;-0.137
49.085;0.643;-0.360
49.090;0.602;-0.447
49.095;0.666;-0.356
49.100;0.697;-0.256
49.105;0.626;-0.357
49.110;0.651;-0.392
49.115;0.688;-0.364
49.120;0.502;-0.480
49.125;0.307;-0.588
49.130;0.214;-0.661
49.135;0.303;-0.544
49.140;0.278;-0.499
49.145;0.286;-0.450
49.150;0.503;-0.315
49.155;0.575;-0.360
49.160;0.601;-0.294
49.165;0.437;-0.269
49.170;0.297;-0.317
49.175;0.414;-0.331
49.180;0.483;-0.381
49.185;0.431;-0.455
49.190;0.497;-0.355
49.195;0.528;-0.246
49.200;0.650;-0.197
49.205;0.710;-0.175
49.210;0.575;-0.303
49.215;0.238;-0.653
49.220;0.145;-0.721
49.225;0.110;-0.706
49.230;-0.020;-0.769
49.235;-0.225;-0.916
49.240;-0.214;-0.953
49.245;0.068;-0.780
49.250;0.163;-0.646
49.255;0.296;-0.415
49.260;0.423;-0.234
49.265;0.497;-0.302
49.270;0.382;-0.463
49.275;0.279;-0.618
49.280;0.246;-0.738
49.285;0.256;-0.745
49.290;0.388;-0.698
49.295;0.517;-0.526
49.300;0.540;-0.399
49.305;0.469;-0.466
49.310;0.463;-0.456
49.315;0.549;-0.322
49.320;0.544;-0.299
49.325;0.508;-0.347
49.330;0.470;-0.495
49.335;0.500;-0.476
49.340;0.585;-0.405
49.345;0.684;-0.356
49.350;0.606;-0.398
49.355;0.602;-0.342
49.360;0.510;-0.521
49.365;0.349;-0.735
49.370;0.327;-0.660
49.375;0.402;-0.620
49.380;0.507;-0.692
49.385;0.651;-0.587
49.390;0.668;-0.527
49.395;0.586;-0.555
49.400;0.618;-0.387
49.405;0.591;-0.344
49.410;0.487;-0.450
49.415;0.463;-0.469
49.420;0.513;-0.451
49.425;0.607;-0.419
49.430;0.656;-0.426
49.435;0.605;-0.499
49.440;0.573;-0.515
49.445;0.595;-0.464
49.450;0.546;-0.458
49.455;0.595;-0.396
49.460;0.733;-0.282
49.465;0.547;-0.429
49.470;0.445;-0.539
49.475;0.506;-0.536
49.480;0.537;-0.451
49.485;0.626;-0.402
49.490;0.764;-0.404
49.495;0.604;-0.359
49.500;0.356;-0.529
49.505;0.467;-0.628
49.510;0.530;-0.679
49.515;0.527;-0.636
49.520;0.538;-0.543
49.525;0.562;-0.427
49.530;0.562;-0.356
49.535;0.474;-0.442
49.540;0.411;-0.387
49.545;0.361;-0.264
49.550;0.271;-0.374
49.555;0.162;-0.590
49.560;0.105;-0.682
49.565;0.166;-0.612
49.570;0.338;-0.435
49.575;0.415;-0.423
49.580;0.455;-0.451
49.585;0.478;-0.437
49.590;0.606;-0.348
49.595;0.737;-0.210
49.600;0.769;-0.053
49.605;0.708;-0.203
49.610;0.666;-0.305
49.615;0.667;-0.277
49.620;0.668;-0.254
49.625;0.746;-0.250
49.630;0.791;-0.321
49.635;0.540;-0.491
49.640;0.468;-0.521
49.645;0.414;-0.517
49.650;0.620;-0.327
49.655;0.454;-0.462
49.660;0.263;-0.611
49.665;0.180;-0.662
49.670;0.345;-0.572
49.675;0.572;-0.436
49.680;0.585;-0.393
49.685;0.604;-0.322
49.690;0.729;-0.247
49.695;0.803;-0.257
49.700;0.746;-0.385
49.705;0.669;-0.403
49.710;0.612;-0.320
49.715;0.654;-0.371
49.720;0.680;-0.366
49.725;0.710;-0.319
49.730;0.569;-0.336
49.735;0.702;-0.331
49.740;0.738;-0.387
49.745;0.684;-0.481
49.750;0.697;-0.499
49.755;0.699;-0.473
49.760;0.675;-0.527
49.765;0.724;-0.501
49.770;0.698;-0.374
49.775;0.609;-0.350
49.780;0.691;-0.617
49.785;0.718;-0.525
49.790;0.786;-0.345
49.795;0.948;-0.169
49.800;0.803;-0.245
49.805;0.706;-0.343
49.810;0.710;-0.483
49.815;0.719;-0.603
49.820;0.663;-0.528
49.825;0.495;-0.508
49.830;0.481;-0.546
49.835;0.597;-0.482
49.840;0.705;-0.417
49.845;0.660;-0.450
49.850;0.703;-0.366
49.855;0.804;-0.237
49.860;0.778;-0.534
49.865;0.630;-0.433
49.870;0.535;-0.273
49.875;0.598;-0.331
49.880;0.819;-0.258
49.885;0.905;-0.167
49.890;0.806;-0.280
49.895;0.645;-0.355
49.900;0.597;-0.276
49.905;0.592;-0.212
49.910;0.643;-0.327
49.915;0.644;-0.267
49.920;0.606;-0.185
49.925;0.327;-0.343
49.930;0.363;-0.374
49.935;0.473;-0.312
49.940;0.537;-0.210
49.945;0.507;-0.251
49.950;0.169;-0.617
49.955;-0.049;-0.894
49.960;0.172;-0.825
49.965;0.528;-0.537
49.970;0.748;-0.272
49.975;0.429;-0.298
49.980;0.495;-0.382
49.985;0.545;-0.473
49.990;0.564;-0.486
49.995;0.544;-0.502
50.000;0.574;-0.476
50.005;0.701;-0.412
50.010;0.603;-0.470
50.015;0.458;-0.609
50.020;0.455;-0.601
50.025;0.502;-0.506
50.030;0.548;-0.421
50.035;0.530;-0.493
50.040;0.501;-0.542
50.045;0.511;-0.472
50.050;0.577;-0.338
50.055;0.591;-0.340
50.060;0.575;-0.388
50.065;0.415;-0.565
50.070;0.353;-0.678
50.075;0.558;-0.558
50.080;0.782;-0.407
50.085;0.833;-0.345
50.090;0.852;-0.316
50.095;0.853;-0.321
50.100;0.849;-0.300
50.105;0.794;-0.322
50.110;0.729;-0.366
50.115;0.736;-0.397
50.120;0.716;-0.435
50.125;0.703;-0.473
50.130;0.762;-0.399
50.135;0.827;-0.335
50.140;0.845;-0.255
50.145;0.844;-0.167
50.150;0.815;-0.250
50.155;0.734;-0.279
50.160;0.675;-0.262
50.165;0.675;-0.349
50.170;0.763;-0.367
50.175;0.844;-0.354
50.180;0.887;-0.243
50.185;0.924;-0.197
50.190;0.900;-0.190
50.195;0.659;-0.358
50.200;0.449;-0.566
50.205;0.467;-0.588
50.210;0.571;-0.509
50.215;0.806;-0.332
50.220;0.952;-0.212
50.225;1.038;-0.083
50.230;0.953;-0.145
50.235;0.866;-0.193
50.240;0.800;-0.244
50.245;0.804;-0.356
50.250;0.776;-0.374
50.255;0.752;-0.367
50.260;0.751;-0.380
50.265;0.755;-0.338
50.270;0.747;-0.242
50.275;0.689;-0.225
50.280;0.602;-0.394
50.285;0.554;-0.496
50.290;0.652;-0.450
50.295;0.854;-0.317
50.300;0.861;-0.292
50.305;0.794;-0.225
50.310;0.834;-0.245
50.315;0.812;-0.307
50.320;0.765;-0.351
50.325;0.701;-0.420
50.330;0.656;-0.466
50.335;0.633;-0.396
50.340;0.601;-0.340
50.345;0.677;-0.306
50.350;0.581;-0.331
50.355;0.373;-0.452
50.360;0.196;-0.578
50.365;0.086;-0.606
50.370;0.108;-0.692
50.375;0.563;-0.405
50.380;0.610;-0.398
50.385;0.596;-0.356
50.390;0.613;-0.371
50.395;0.538;-0.526
50.400;0.511;-0.516
50.405;0.573;-0.426
50.410;0.652;-0.388
50.415;0.717;-0.355
50.420;0.755;-0.322
50.425;0.781;-0.272
50.430;0.769;-0.255
50.435;0.729;-0.272
50.440;0.679;-0.359
50.445;0.646;-0.401
50.450;0.674;-0.351
50.455;0.642;-0.297
50.460;0.530;-0.335
50.465;0.459;-0.411
50.470;0.421;-0.502
50.475;0.363;-0.584
50.480;0.406;-0.540
50.485;0.428;-0.443
50.490;0.218;-0.588
50.495;0.147;-0.678
50.500;0.037;-0.842
50.505;0.244;-0.751
50.510;0.532;-0.620
50.515;0.786;-0.475
50.520;0.729;-0.421
50.525;0.936;-0.261
50.530;1.064;-0.154
50.535;0.892;-0.261
50.540;0.728;-0.399
50.545;0.773;-0.418
50.550;0.956;-0.238
50.555;0.983;-0.214
50.560;0.949;-0.246
50.565;0.891;-0.290
50.570;0.852;-0.242
50.575;0.831;-0.168
50.580;0.734;-0.242
50.585;0.594;-0.359
50.590;0.603;-0.379
50.595;0.629;-0.398
50.600;0.561;-0.457
50.605;0.678;-0.444
50.610;0.841;-0.359
50.615;0.921;-0.169
50.620;0.977;-0.113
50.625;0.916;-0.184
50.630;0.729;-0.281
50.635;0.689;-0.219
50.640;0.591;-0.250
50.645;0.534;-0.336
50.650;0.544;-0.344
50.655;0.526;-0.298
50.660;0.493;-0.280
50.665;0.450;-0.418
50.670;0.231;-0.621
50.675;0.088;-0.772
50.680;0.328;-0.678
50.685;0.532;-0.451
50.690;0.717;-0.200
50.695;0.970;-0.300
50.700;0.944;-0.296
50.705;0.842;-0.286
50.710;0.853;-0.289
50.715;0.882;-0.284
50.720;0.862;-0.299
50.725;0.836;-0.275
50.730;0.827;-0.212
50.735;0.773;-0.293
50.740;0.639;-0.479
50.745;0.504;-0.503
50.750;0.360;-0.518
50.755;0.234;-0.551
50.760;0.169;-0.650
50.765;0.126;-0.707
50.770;0.141;-0.710
50.775;0.288;-0.610
50.780;0.481;-0.474
50.785;0.678;-0.374
50.790;0.812;-0.337
50.795;0.742;-0.369
50.800;0.606;-0.456
50.805;0.524;-0.528
50.810;0.552;-0.372
50.815;0.485;-0.408
50.820;0.470;-0.451
50.825;0.413;-0.546
50.830;0.364;-0.549
50.835;0.344;-0.546
50.840;0.256;-0.522
50.845;0.163;-0.510
50.850;0.065;-0.648
50.855;-0.066;-0.815
50.860;-0.186;-0.925
50.865;-0.247;-1.041
50.870;-0.182;-1.056
50.875;-0.128;-0.894
50.880;-0.025;-0.912
50.885;0.112;-0.908
50.890;0.304;-0.657
50.895;0.476;-0.535
50.900;0.530;-0.523
50.905;0.601;-0.517
50.910;0.663;-0.465
50.915;0.646;-0.331
50.920;0.615;-0.291
50.925;0.593;-0.398
50.930;0.527;-0.412
50.935;0.476;-0.437
50.940;0.541;-0.398
50.945;0.452;-0.445
50.950;0.345;-0.472
50.955;0.371;-0.455
50.960;0.253;-0.563
50.965;0.223;-0.596
50.970;0.260;-0.596
50.975;0.210;-0.705
50.980;0.212;-0.759
50.985;0.347;-0.647
50.990;0.655;-0.442
50.995;0.860;-0.253
51.000;0.896;-0.144
51.005;0.665;-0.401
51.010;0.598;-0.447
51.015;0.582;-0.437
51.020;0.695;-0.328
51.025;0.715;-0.265
51.030;0.739;-0.197
51.035;0.793;-0.200
51.040;0.787;-0.172
51.045;0.704;-0.144
51.050;0.614;-0.252
51.055;0.597;-0.287
51.060;0.722;-0.226
51.065;0.851;-0.134
51.070;0.797;-0.223
51.075;0.851;-0.161
51.080;0.903;-0.111
51.085;0.846;-0.132
51.090;0.755;-0.243
51.095;0.669;-0.338
51.100;0.665;-0.308
51.105;0.627;-0.264
51.110;0.537;-0.435
51.115;0.459;-0.653
51.120;0.442;-0.542
51.125;0.357;-0.534
51.130;0.308;-0.551
51.135;0.329;-0.588
51.140;0.331;-0.602
51.145;0.428;-0.524
51.150;0.433;-0.389
51.155;0.439;-0.492
51.160;0.497;-0.507
51.165;0.489;-0.374
51.170;0.506;-0.282
51.175;0.524;-0.315
51.180;0.416;-0.343
51.185;0.230;-0.439
51.190;0.343;-0.416
51.195;0.500;-0.323
51.200;0.384;-0.499
51.205;0.477;-0.349
51.210;0.531;-0.211
51.215;0.521;-0.228
51.220;0.443;-0.149
51.225;0.302;-0.173
51.230;0.183;-0.401
51.235;0.111;-0.542
51.240;0.157;-0.445
51.245;0.268;-0.304
51.250;0.346;-0.117
51.255;0.183;-0.301
51.260;0.092;-0.456
51.265;0.257;-0.496
51.270;0.118;-0.507
51.275;0.042;-0.442
51.280;0.367;-0.152
51.285;0.482;-0.100
51.290;0.467;-0.241
51.295;0.509;-0.267
51.300;0.593;-0.169
51.305;0.628;-0.172
51.310;0.576;-0.227
51.315;0.477;-0.204
51.320;0.266;-0.382
51.325;0.186;-0.450
51.330;0.477;-0.118
51.335;0.423;-0.152
51.340;0.283;-0.294
51.345;0.201;-0.387
51.350;0.119;-0.480
51.355;0.036;-0.572
51.360;-0.082;-0.685
51.365;-0.129;-0.758
51.370;-0.006;-0.715
51.375;0.098;-0.619
51.380;0.112;-0.500
51.385;0.065;-0.469
51.390;0.035;-0.537
51.395;0.039;-0.602
51.400;0.119;-0.524
51.405;0.243;-0.353
51.410;0.309;-0.232
51.415;0.168;-0.256
51.420;-0.027;-0.369
51.425;-0.102;-0.473
51.430;-0.222;-0.525
51.435;-0.245;-0.557
51.440;-0.108;-0.607
51.445;-0.205;-0.663
51.450;-0.135;-0.559
51.455;-0.117;-0.500
51.460;-0.320;-0.755
51.465;-0.231;-0.702
51.470;-0.066;-0.571
51.475;0.036;-0.512
51.480;0.080;-0.456
51.485;0.056;-0.395
51.490;-0.034;-0.420
51.495;-0.152;-0.523
51.500;-0.153;-0.539
51.505;-0.107;-0.518
51.510;-0.105;-0.535
51.515;-0.089;-0.459
51.520;-0.161;-0.433
51.525;-0.365;-0.438
51.530;-0.368;-0.453
51.535;-0.309;-0.477
51.540;-0.275;-0.504
51.545;-0.547;-0.585
51.550;-0.908;-0.704
51.555;-0.532;-0.738
51.560;-0.486;-0.762
51.565;-0.535;-0.783
51.570;-0.536;-0.806
51.575;-0.396;-0.773
51.580;-0.166;-0.690
51.585;-0.178;-0.676
51.590;-0.121;-0.586
51.595;-0.090;-0.457
51.600;-0.315;-0.475
51.605;-0.100;-0.403
51.610;0.117;-0.344
51.615;0.006;-0.426
51.620;-0.376;-0.636
51.625;-0.621;-0.753
51.630;-0.499;-0.710
51.635;-0.240;-0.625
51.640;-0.195;-0.555
51.645;-0.002;-0.412
51.650;0.045;-0.391
51.655;0.139;-0.573
51.660;0.100;-0.687
51.665;-0.382;-0.394
51.670;-0.354;-0.580
51.675;-0.254;-0.726
51.680;-0.377;-0.727
51.685;-0.423;-0.682
51.690;-0.161;-0.521
51.695;0.075;-0.425
51.700;0.157;-0.425
51.705;0.098;-0.441
51.710;0.007;-0.454
51.715;-0.392;-0.613
51.720;-0.210;-0.585
51.725;0.086;-0.483
51.730;0.141;-0.349
51.735;-0.008;-0.399
51.740;0.032;-0.378
51.745;0.065;-0.354
51.750;-0.145;-0.466
51.755;-0.350;-0.575
51.760;-0.423;-0.591
51.765;-0.216;-0.457
51.770;-0.205;-0.435
51.775;-0.340;-0.475
51.780;-0.177;-0.305
51.785;-0.108;-0.469
51.790;-0.057;-0.578
51.795;0.032;-0.191
51.800;-0.021;-0.254
51.805;-0.025;-0.293
51.810;-0.236;-0.315
51.815;-0.471;-0.395
51.820;-0.343;-0.398
51.825;-0.185;-0.398
51.830;-0.312;-0.458
51.835;-0.369;-0.427
51.840;-0.236;-0.284
51.845;0.065;-0.191
51.850;-0.091;-0.253
51.855;-0.206;-0.341
51.860;-0.141;-0.394
51.865;-0.177;-0.463
51.870;-0.214;-0.470
51.875;-0.226;-0.465
51.880;-0.260;-0.452
51.885;-0.217;-0.429
51.890;-0.079;-0.429
51.895;-0.058;-0.367
51.900;-0.032;-0.355
51.905;-0.019;-0.352
51.910;-0.045;-0.325
51.915;-0.122;-0.328
51.920;-0.215;-0.365
51.925;-0.186;-0.381
51.930;-0.174;-0.415
51.935;-0.198;-0.470
51.940;-0.247;-0.524
51.945;-0.287;-0.545
51.950;-0.292;-0.494
51.955;-0.294;-0.429
51.960;-0.326;-0.412
51.965;-0.438;-0.520
51.970;-0.502;-0.625
51.975;-0.343;-0.594
51.980;-0.157;-0.542
51.985;0.022;-0.440
51.990;0.103;-0.298
51.995;0.201;-0.180
52.000;0.211;-0.167
52.005;0.167;-0.264
52.010;0.117;-0.345
52.015;0.097;-0.379
52.020;0.151;-0.342
52.025;0.194;-0.201
52.030;0.263;-0.158
52.035;0.255;-0.184
52.040;0.203;-0.201
52.045;0.186;-0.209
52.050;0.192;-0.237
52.055;0.135;-0.226
52.060;0.269;-0.087
52.065;0.447;0.083
52.070;0.463;0.084
52.075;0.409;0.022
52.080;0.420;0.036
52.085;0.407;0.042
52.090;0.218;-0.058
52.095;0.333;0.007
52.100;0.448;0.076
52.105;0.426;0.063
52.110;0.325;-0.072
52.115;0.304;-0.140
52.120;0.318;-0.129
52.125;0.377;-0.068
52.130;0.349;-0.091
52.135;0.385;-0.223
52.140;0.429;-0.350
52.145;0.326;-0.454
52.150;0.322;-0.469
52.155;0.292;-0.103
52.160;0.281;-0.094
52.165;0.254;-0.202
52.170;0.177;-0.116
52.175;0.140;-0.205
52.180;0.152;-0.284
52.185;-0.003;-0.395
52.190;0.019;-0.370
52.195;0.177;-0.230
52.200;0.308;-0.098
52.205;0.345;-0.100
52.210;0.343;-0.120
52.215;0.300;-0.139
52.220;0.118;-0.167
52.225;0.025;-0.237
52.230;-0.010;-0.248
52.235;0.112;-0.100
52.240;0.083;-0.194
52.245;0.029;-0.262
52.250;0.135;-0.219
52.255;0.193;-0.184
52.260;0.238;-0.152
52.265;0.315;-0.062
52.270;0.371;0.015
52.275;0.345;-0.053
52.280;0.315;-0.122
52.285;0.304;-0.082
52.290;0.283;-0.060
52.295;0.233;-0.022
52.300;0.232;-0.123
52.305;0.243;-0.140
52.310;0.252;-0.076
52.315;0.238;-0.027
52.320;0.208;-0.054
52.325;0.105;-0.118
52.330;-0.022;-0.230
52.335;-0.087;-0.306
52.340;-0.179;-0.368
52.345;-0.260;-0.436
52.350;-0.103;-0.321
52.355;-0.253;-0.498
52.360;-0.395;-0.682
52.365;-0.223;-0.582
52.370;-0.182;-0.553
52.375;-0.114;-0.489
52.380;-0.070;-0.464
52.385;-0.054;-0.425
52.390;-0.057;-0.394
52.395;0.062;-0.311
52.400;0.157;-0.253
52.405;0.096;-0.298
52.410;0.015;-0.330
52.415;-0.053;-0.350
52.420;-0.201;-0.381
52.425;-0.220;-0.350
52.430;-0.130;-0.415
52.435;-0.208;-0.520
52.440;-0.330;-0.615
52.445;-0.415;-0.610
52.450;-0.468;-0.709
52.455;-0.470;-0.735
52.460;-0.424;-0.706
52.465;-0.375;-0.730
52.470;-0.329;-0.693
52.475;-0.240;-0.585
52.480;-0.040;-0.473
52.485;-0.031;-0.467
52.490;-0.030;-0.450
52.495;0.170;-0.330
52.500;0.139;-0.315
52.505;0.080;-0.290
52.510;0.020;-0.470
52.515;0.030;-0.411
52.520;0.037;-0.327
52.525;0.055;-0.274
52.530;0.060;-0.275
52.535;-0.038;-0.382
52.540;-0.100;-0.455
52.545;-0.033;-0.437
52.550;0.018;-0.391
52.555;0.073;-0.307
52.560;-0.037;-0.363
52.565;-0.030;-0.380
52.570;-0.040;-0.433
52.575;-0.177;-0.377
52.580;-0.196;-0.389
52.585;-0.113;-0.403
52.590;0.095;-0.325
52.595;0.006;-0.328
52.600;-0.063;-0.335
52.605;-0.170;-0.413
52.610;-0.159;-0.461
52.615;-0.110;-0.475
52.620;-0.097;-0.430
52.625;-0.006;-0.359
52.630;-0.012;-0.355
52.635;-0.060;-0.400
52.640;-0.018;-0.404
52.645;-0.035;-0.400
52.650;-0.032;-0.364
52.655;0.010;-0.320
52.660;-0.006;-0.374
52.665;-0.010;-0.423
52.670;0.147;-0.263
52.675;0.181;-0.245
52.680;0.130;-0.277
52.685;0.070;-0.403
52.690;0.064;-0.368
52.695;0.047;-0.267
52.700;0.000;-0.220
52.705;0.075;-0.251
52.710;0.080;-0.303
52.715;0.016;-0.266
52.720;-0.043;-0.263
52.725;-0.137;-0.289
52.730;-0.233;-0.313
52.735;-0.197;-0.370
52.740;-0.354;-0.555
52.745;-0.390;-0.580
52.750;-0.300;-0.447
52.755;-0.228;-0.407
52.760;-0.055;-0.310
52.765;0.050;-0.235
52.770;-0.038;-0.236
52.775;-0.135;-0.315
52.780;-0.210;-0.324
52.785;-0.300;-0.280
52.790;-0.193;-0.275
52.795;-0.060;-0.280
52.800;-0.140;-0.380
52.805;-0.211;-0.412
52.810;-0.230;-0.350
52.815;-0.075;-0.170
52.820;-0.158;-0.314
52.825;-0.260;-0.473
52.830;-0.418;-0.487
52.835;-0.569;-0.546
52.840;-0.714;-0.677
52.845;-0.737;-0.768
52.850;-0.621;-0.742
52.855;-0.498;-0.626
52.860;-0.333;-0.486
52.865;-0.182;-0.427
52.870;-0.202;-0.441
52.875;-0.282;-0.505
52.880;-0.345;-0.597
52.885;-0.412;-0.692
52.890;-0.346;-0.638
52.895;-0.213;-0.550
52.900;-0.146;-0.518
52.905;-0.100;-0.464
52.910;-0.029;-0.336
52.915;0.015;-0.250
52.920;-0.036;-0.292
52.925;-0.110;-0.380
52.930;-0.120;-0.450
52.935;-0.239;-0.503
52.940;-0.345;-0.470
52.945;-0.360;-0.500
52.950;-0.251;-0.541
52.955;-0.110;-0.545
52.960;-0.050;-0.300
52.965;-0.054;-0.216
52.970;-0.110;-0.240
52.975;-0.043;-0.346
52.980;0.035;-0.435
52.985;0.063;-0.418
52.990;0.105;-0.385
52.995;0.010;-0.367
53.000;-0.091;-0.461
53.005;-0.210;-0.467
53.010;-0.040;-0.320
53.015;-0.133;-0.362
53.020;-0.230;-0.445
53.025;-0.163;-0.470
53.030;-0.159;-0.452
53.035;-0.200;-0.455
53.040;-0.212;-0.510
53.045;-0.144;-0.548
53.050;-0.051;-0.550
53.055;-0.100;-0.562
53.060;-0.277;-0.623
53.065;-0.119;-0.540
53.070;0.110;-0.460
53.075;-0.050;-0.388
53.080;-0.074;-0.396
53.085;-0.097;-0.440
53.090;-0.190;-0.470
53.095;-0.236;-0.476
53.100;-0.310;-0.480
53.105;-0.206;-0.411
53.110;-0.035;-0.340
53.115;-0.020;-0.270
53.120;-0.030;-0.160
53.125;-0.120;-0.310
53.130;-0.117;-0.278
53.135;-0.190;-0.280
53.140;-0.097;-0.340
53.145;-0.170;-0.379
53.150;-0.130;-0.357
53.155;-0.100;-0.280
53.160;-0.196;-0.357
53.165;-0.210;-0.385
53.170;-0.075;-0.315
53.175;-0.043;-0.274
53.180;-0.248;-0.382
53.185;-0.335;-0.480
53.190;-0.140;-0.310
53.195;-0.138;-0.266
53.200;-0.127;-0.243
53.205;-0.150;-0.305
53.210;-0.192;-0.288
53.215;-0.215;-0.212
53.220;-0.280;-0.330
53.225;-0.343;-0.491
53.230;-0.304;-0.545
53.235;-0.042;-0.323
53.240;0.108;-0.192
53.245;-0.094;-0.366
53.250;-0.276;-0.437
53.255;-0.474;-0.541
53.260;-0.518;-0.636
53.265;-0.455;-0.676
53.270;-0.318;-0.549
53.275;-0.211;-0.429
53.280;-0.190;-0.365
53.285;-0.336;-0.472
53.290;-0.285;-0.516
53.295;-0.168;-0.472
53.300;-0.161;-0.436
53.305;-0.191;-0.436
53.310;-0.087;-0.316
53.315;0.040;-0.180
53.320;0.045;-0.283
53.325;-0.077;-0.411
53.330;-0.184;-0.501
53.335;-0.099;-0.361
53.340;0.078;-0.294
53.345;0.173;-0.260
53.350;0.084;-0.364
53.355;0.109;-0.349
53.360;0.208;-0.251
53.365;0.157;-0.297
53.370;0.051;-0.368
53.375;0.045;-0.384
53.380;0.071;-0.401
53.385;0.076;-0.368
53.390;0.125;-0.280
53.395;0.185;-0.173
53.400;0.236;-0.099
53.405;0.235;-0.104
53.410;0.160;-0.160
53.415;-0.049;-0.307
53.420;0.085;-0.261
53.425;0.227;-0.164
53.430;0.194;-0.147
53.435;0.195;-0.123
53.440;0.242;-0.108
53.445;0.256;-0.117
53.450;0.277;-0.136
53.455;0.181;-0.200
53.460;0.127;-0.216
53.465;0.235;-0.171
53.470;0.206;-0.134
53.475;0.179;-0.103
53.480;0.189;-0.081
53.485;0.084;-0.196
53.490;0.078;-0.281
53.495;0.078;-0.283
53.500;0.072;-0.263
53.505;0.073;-0.240
53.510;0.056;-0.213
53.515;0.008;-0.258
53.520;-0.050;-0.270
53.525;-0.224;-0.422
53.530;-0.337;-0.544
53.535;-0.469;-0.595
53.540;-0.501;-0.590
53.545;-0.465;-0.535
53.550;-0.311;-0.440
53.555;-0.135;-0.285
53.560;-0.158;-0.289
53.565;-0.200;-0.320
53.570;-0.218;-0.332
53.575;-0.275;-0.405
53.580;-0.264;-0.494
53.585;-0.206;-0.456
53.590;-0.081;-0.339
53.595;-0.171;-0.408
53.600;-0.096;-0.355
53.605;0.004;-0.278
53.610;0.141;-0.146
53.615;0.075;-0.195
53.620;-0.046;-0.294
53.625;-0.012;-0.158
53.630;0.003;-0.154
53.635;0.008;-0.160
53.640;-0.023;-0.152
53.645;-0.130;-0.256
53.650;-0.311;-0.404
53.655;-0.523;-0.518
53.660;-0.651;-0.621
53.665;-0.780;-0.709
53.670;-0.748;-0.728
53.675;-0.730;-0.691
53.680;-0.719;-0.681
53.685;-0.476;-0.595
53.690;-0.127;-0.395
53.695;0.114;-0.232
53.700;0.227;-0.149
53.705;0.149;-0.156
53.710;0.217;-0.105
53.715;0.260;-0.065
53.720;0.170;-0.183
53.725;0.204;-0.111
53.730;0.240;-0.030
53.735;0.177;-0.085
53.740;0.140;-0.151
53.745;0.133;-0.199
53.750;0.127;-0.209
53.755;0.092;-0.218
53.760;0.107;-0.180
53.765;0.194;-0.117
53.770;0.163;-0.208
53.775;0.122;-0.210
53.780;0.075;-0.238
53.785;0.167;-0.202
53.790;0.190;-0.181
53.795;0.184;-0.152
53.800;0.184;-0.156
53.805;0.214;-0.117
53.810;0.265;-0.062
53.815;0.230;-0.063
53.820;0.163;-0.115
53.825;0.140;-0.149
53.830;0.135;-0.139
53.835;0.109;-0.175
53.840;0.053;-0.219
53.845;0.026;-0.224
53.850;0.083;-0.228
53.855;0.149;-0.177
53.860;0.157;-0.144
53.865;-0.068;-0.268
53.870;0.048;-0.217
53.875;0.183;-0.117
53.880;0.144;-0.057
53.885;0.092;-0.055
53.890;0.032;-0.113
53.895;-0.025;-0.154
53.900;0.044;-0.148
53.905;0.029;-0.155
53.910;-0.021;-0.179
53.915;-0.051;-0.188
53.920;-0.149;-0.257
53.925;-0.238;-0.317
53.930;-0.269;-0.346
53.935;-0.337;-0.349
53.940;-0.437;-0.426
53.945;-0.572;-0.520
53.950;-0.629;-0.534
53.955;-0.557;-0.539
53.960;-0.466;-0.548
53.965;-0.427;-0.538
53.970;-0.245;-0.339
53.975;-0.075;-0.152
53.980;-0.046;-0.176
53.985;-0.125;-0.205
53.990;-0.197;-0.222
53.995;-0.168;-0.326
54.000;-0.062;-0.279
54.005;0.034;-0.210
54.010;0.071;-0.104
54.015;0.032;-0.067
54.020;-0.076;-0.161
54.025;-0.218;-0.246
54.030;-0.397;-0.360
54.035;-0.512;-0.330
54.040;-0.640;-0.351
54.045;-0.818;-0.613
54.050;-0.711;-0.597
54.055;-0.360;-0.393
54.060;-0.173;-0.378
54.065;-0.106;-0.292
54.070;-0.071;-0.185
54.075;0.033;-0.203
54.080;0.089;-0.287
54.085;0.115;-0.207
54.090;0.169;-0.096
54.095;0.257;-0.041
54.100;0.198;-0.089
54.105;0.115;-0.165
54.110;0.058;-0.250
54.115;-0.100;-0.429
54.120;-0.257;-0.603
54.125;-0.074;-0.355
54.130;0.050;-0.228
54.135;0.107;-0.203
54.140;0.138;-0.204
54.145;0.172;-0.226
54.150;0.201;-0.207
54.155;0.214;-0.046
54.160;0.177;-0.089
54.165;0.169;-0.158
54.170;0.251;-0.134
