age_tuned;ISOBENd13cLOESSsmooth;ISOBENd18oLOESSsmooth
11.480;0.565;2.921
11.482;0.551;2.880
11.484;0.568;2.850
11.486;0.633;2.845
11.488;0.707;2.857
11.490;0.744;2.906
11.492;0.771;2.964
11.494;0.806;3.022
11.496;0.825;3.062
11.498;0.788;3.024
11.500;0.740;2.969
11.502;0.692;2.931
11.504;0.658;2.904
11.506;0.679;2.921
11.508;0.731;2.934
11.510;0.795;2.951
11.512;0.859;2.973
11.514;0.909;2.983
11.516;0.908;2.951
11.518;0.889;2.913
11.520;0.855;2.873
11.522;0.820;2.848
11.524;0.817;2.894
11.526;0.822;2.958
11.528;0.816;3.003
11.530;0.811;3.035
11.532;0.818;3.045
11.534;0.823;3.040
11.536;0.812;3.021
11.538;0.787;2.988
11.540;0.728;2.933
11.542;0.678;2.882
11.544;0.687;2.865
11.546;0.714;2.863
11.548;0.774;2.895
11.550;0.827;2.930
11.552;0.810;2.933
11.554;0.777;2.916
11.556;0.753;2.855
11.558;0.732;2.790
11.560;0.729;2.742
11.562;0.742;2.719
11.564;0.770;2.763
11.566;0.810;2.833
11.568;0.889;2.914
11.570;0.954;2.996
11.572;0.961;3.061
11.574;0.891;3.113
11.576;0.807;3.140
11.578;0.760;3.116
11.580;0.730;3.054
11.582;0.728;2.919
11.584;0.745;2.787
11.586;0.780;2.727
11.588;0.829;2.713
11.590;0.920;2.804
11.592;0.996;2.902
11.594;0.976;2.903
11.596;0.937;2.882
11.598;0.918;2.851
11.600;0.912;2.825
11.602;0.961;2.846
11.604;1.010;2.873
11.606;1.005;2.867
11.608;0.979;2.854
11.610;0.931;2.841
11.612;0.883;2.850
11.614;0.856;2.922
11.616;0.834;3.004
11.618;0.830;3.089
11.620;0.823;3.139
11.622;0.779;3.069
11.624;0.733;2.968
11.626;0.702;2.870
11.628;0.680;2.784
11.630;0.680;2.766
11.632;0.692;2.773
11.634;0.706;2.774
11.636;0.713;2.782
11.638;0.719;2.811
11.640;0.680;2.824
11.642;0.630;2.819
11.644;0.591;2.753
11.646;0.563;2.692
11.648;0.574;2.683
11.650;0.590;2.718
11.652;0.568;2.860
11.654;0.547;3.006
11.656;0.559;3.065
11.658;0.579;3.090
11.660;0.615;3.070
11.662;0.645;3.033
11.664;0.622;3.005
11.666;0.583;2.977
11.668;0.560;2.941
11.670;0.549;2.910
11.672;0.549;2.906
11.674;0.559;2.922
11.676;0.585;2.971
11.678;0.618;3.025
11.680;0.662;3.058
11.682;0.692;3.080
11.684;0.662;3.074
11.686;0.614;3.067
11.688;0.548;3.091
11.690;0.500;3.111
11.692;0.554;3.100
11.694;0.634;3.084
11.696;0.707;3.084
11.698;0.752;3.071
11.700;0.695;3.014
11.702;0.624;2.949
11.704;0.566;2.869
11.706;0.598;2.843
11.708;0.658;2.835
11.710;0.729;2.843
11.712;0.789;2.850
11.714;0.807;2.824
11.716;0.795;2.798
11.718;0.728;2.800
11.720;0.645;2.811
11.722;0.565;2.831
11.724;0.498;2.850
11.726;0.481;2.842
11.728;0.485;2.831
11.730;0.507;2.830
11.732;0.534;2.848
11.734;0.550;2.909
11.736;0.557;2.975
11.738;0.536;3.032
11.740;0.543;3.066
11.742;0.552;3.084
11.744;0.565;3.074
11.746;0.573;3.051
11.748;0.548;3.016
11.750;0.521;2.978
11.752;0.514;2.948
11.754;0.525;2.924
11.756;0.567;2.912
11.758;0.613;2.906
11.760;0.649;2.901
11.762;0.675;2.904
11.764;0.663;2.924
11.766;0.642;2.946
11.768;0.636;2.959
11.770;0.636;2.968
11.772;0.652;2.968
11.774;0.641;2.965
11.776;0.624;2.956
11.778;0.599;2.936
11.780;0.578;2.912
11.782;0.592;2.896
11.784;0.613;2.876
11.786;0.618;2.837
11.788;0.619;2.798
11.790;0.617;2.770
11.792;0.608;2.743
11.794;0.581;2.721
11.796;0.568;2.712
11.798;0.597;2.722
11.800;0.638;2.743
11.802;0.699;2.791
11.804;0.755;2.837
11.806;0.759;2.825
11.808;0.750;2.808
11.810;0.752;2.824
11.812;0.742;2.856
11.814;0.689;2.929
11.816;0.628;2.988
11.818;0.574;2.951
11.820;0.539;2.901
11.822;0.565;2.892
11.824;0.603;2.896
11.826;0.615;2.930
11.828;0.621;2.955
11.830;0.613;2.903
11.832;0.607;2.857
11.834;0.625;2.902
11.836;0.652;2.959
11.838;0.689;3.008
11.840;0.722;2.979
11.842;0.750;2.930
11.844;0.757;2.885
11.846;0.754;2.853
11.848;0.744;2.872
11.850;0.725;2.899
11.852;0.695;2.908
11.854;0.667;2.913
11.856;0.663;2.907
11.858;0.659;2.895
11.860;0.637;2.878
11.862;0.620;2.867
11.864;0.620;2.878
11.866;0.631;2.900
11.868;0.674;2.938
11.870;0.715;2.970
11.872;0.705;2.966
11.874;0.689;2.955
11.876;0.696;2.948
11.878;0.713;2.951
11.880;0.754;2.981
11.882;0.786;3.018
11.884;0.770;3.051
11.886;0.733;3.081
11.888;0.657;3.094
11.890;0.573;3.106
11.892;0.512;3.131
11.894;0.477;3.152
11.896;0.487;3.168
11.898;0.513;3.173
11.900;0.542;3.154
11.902;0.579;3.117
11.904;0.610;3.054
11.906;0.670;2.986
11.908;0.732;2.928
11.910;0.759;2.922
11.912;0.770;2.932
11.914;0.778;2.956
11.916;0.776;2.973
11.918;0.744;2.947
11.920;0.709;2.909
11.922;0.697;2.865
11.924;0.689;2.835
11.926;0.688;2.842
11.928;0.688;2.875
11.930;0.667;2.959
11.932;0.635;3.046
11.934;0.585;3.088
11.936;0.544;3.117
11.938;0.526;3.133
11.940;0.531;3.135
11.942;0.597;3.140
11.944;0.668;3.131
11.946;0.691;3.067
11.948;0.693;2.992
11.950;0.670;2.933
11.952;0.642;2.893
11.954;0.628;2.901
11.956;0.612;2.932
11.958;0.586;2.981
11.960;0.558;3.037
11.962;0.546;3.094
11.964;0.538;3.139
11.966;0.524;3.142
11.968;0.505;3.126
11.970;0.472;3.082
11.972;0.440;3.058
11.974;0.416;3.031
11.976;0.410;2.996
11.978;0.420;2.962
11.980;0.466;2.929
11.982;0.520;2.898
11.984;0.561;2.886
11.986;0.592;2.876
11.988;0.601;2.842
11.990;0.585;2.799
11.992;0.523;2.746
11.994;0.449;2.695
11.996;0.373;2.652
11.998;0.316;2.628
12.000;0.321;2.653
12.002;0.347;2.698
12.004;0.380;2.763
12.006;0.417;2.800
12.008;0.449;2.827
12.010;0.472;2.833
12.012;0.489;2.838
12.014;0.482;2.861
12.016;0.473;2.891
12.018;0.490;2.938
12.020;0.511;2.970
12.022;0.523;2.946
12.024;0.529;2.898
12.026;0.526;2.816
12.028;0.520;2.738
12.030;0.519;2.705
12.032;0.507;2.702
12.034;0.458;2.760
12.036;0.401;2.823
12.038;0.336;2.856
12.040;0.300;2.861
12.042;0.275;2.848
12.044;0.251;2.799
12.046;0.237;2.757
12.048;0.246;2.757
12.050;0.253;2.780
12.052;0.229;2.850
12.054;0.205;2.933
12.056;0.185;3.007
12.058;0.182;3.055
12.060;0.241;3.030
12.062;0.310;2.970
12.064;0.349;2.863
12.066;0.373;2.756
12.068;0.369;2.696
12.070;0.363;2.670
12.072;0.383;2.723
12.074;0.405;2.786
12.076;0.431;2.794
12.078;0.451;2.791
12.080;0.450;2.777
12.082;0.419;2.763
12.084;0.330;2.799
12.086;0.233;2.835
12.088;0.154;2.815
12.090;0.094;2.771
12.092;0.088;2.686
12.094;0.105;2.617
12.096;0.124;2.629
12.098;0.150;2.677
12.100;0.178;2.787
12.102;0.213;2.897
12.104;0.264;2.957
12.106;0.320;2.932
12.108;0.370;2.873
12.110;0.393;2.793
12.112;0.403;2.711
12.114;0.391;2.658
12.116;0.387;2.630
12.118;0.426;2.650
12.120;0.475;2.691
12.122;0.533;2.745
12.124;0.582;2.800
12.126;0.586;2.827
12.128;0.569;2.844
12.130;0.529;2.855
12.132;0.487;2.868
12.134;0.465;2.897
12.136;0.453;2.925
12.138;0.455;2.944
12.140;0.466;2.954
12.142;0.493;2.945
12.144;0.526;2.930
12.146;0.562;2.926
12.148;0.590;2.917
12.150;0.587;2.883
12.152;0.572;2.844
12.154;0.551;2.808
12.156;0.532;2.785
12.158;0.533;2.810
12.160;0.533;2.835
12.162;0.513;2.817
12.164;0.490;2.788
12.166;0.463;2.750
12.168;0.436;2.718
12.170;0.422;2.721
12.172;0.430;2.712
12.174;0.436;2.713
12.176;0.423;2.729
12.178;0.407;2.769
12.180;0.378;2.885
12.182;0.349;2.997
12.184;0.342;3.037
12.186;0.350;3.034
12.188;0.374;2.949
12.190;0.413;2.851
12.192;0.487;2.798
12.194;0.556;2.768
12.196;0.568;2.786
12.198;0.561;2.813
12.200;0.541;2.815
12.202;0.522;2.812
12.204;0.538;2.796
12.206;0.557;2.786
12.208;0.558;2.811
12.210;0.552;2.854
12.212;0.542;2.920
12.214;0.528;2.982
12.216;0.507;3.016
12.218;0.483;3.031
12.220;0.453;3.013
12.222;0.429;2.985
12.224;0.428;2.963
12.226;0.435;2.939
12.228;0.445;2.916
12.230;0.456;2.900
12.232;0.464;2.896
12.234;0.477;2.903
12.236;0.506;2.930
12.238;0.532;2.968
12.240;0.556;2.999
12.242;0.569;3.000
12.244;0.577;2.993
12.246;0.580;2.971
12.248;0.586;2.954
12.250;0.605;2.988
12.252;0.616;3.020
12.254;0.601;3.006
12.256;0.585;2.971
12.258;0.573;2.904
12.260;0.564;2.835
12.262;0.584;2.803
12.264;0.597;2.773
12.266;0.559;2.720
12.268;0.507;2.673
12.270;0.447;2.644
12.272;0.414;2.650
12.274;0.391;2.676
12.276;0.378;2.724
12.278;0.369;2.781
12.280;0.359;2.834
12.282;0.348;2.883
12.284;0.334;2.918
12.286;0.321;2.949
12.288;0.306;2.987
12.290;0.297;3.019
12.292;0.310;3.034
12.294;0.331;3.039
12.296;0.357;3.032
12.298;0.380;3.019
12.300;0.384;3.003
12.302;0.390;2.982
12.304;0.405;2.954
12.306;0.433;2.931
12.308;0.466;2.901
12.310;0.500;2.852
12.312;0.528;2.800
12.314;0.548;2.741
12.316;0.552;2.689
12.318;0.510;2.677
12.320;0.457;2.678
12.322;0.413;2.677
12.324;0.385;2.683
12.326;0.403;2.695
12.328;0.431;2.709
12.330;0.445;2.712
12.332;0.450;2.734
12.334;0.417;2.823
12.336;0.388;2.918
12.338;0.408;2.994
12.340;0.448;3.044
12.342;0.506;3.015
12.344;0.560;2.959
12.346;0.572;2.914
12.348;0.579;2.867
12.350;0.616;2.814
12.352;0.652;2.771
12.354;0.687;2.764
12.356;0.693;2.764
12.358;0.596;2.751
12.360;0.497;2.741
12.362;0.475;2.734
12.364;0.482;2.739
12.366;0.541;2.777
12.368;0.612;2.829
12.370;0.647;2.884
12.372;0.655;2.946
12.374;0.654;3.007
12.376;0.659;3.064
12.378;0.667;3.105
12.380;0.694;3.097
12.382;0.722;3.072
12.384;0.741;3.049
12.386;0.748;3.017
12.388;0.731;2.977
12.390;0.704;2.937
12.392;0.680;2.892
12.394;0.656;2.855
12.396;0.626;2.849
12.398;0.599;2.864
12.400;0.588;2.919
12.402;0.580;2.973
12.404;0.563;2.994
12.406;0.549;2.996
12.408;0.552;2.951
12.410;0.556;2.894
12.412;0.539;2.845
12.414;0.515;2.808
12.416;0.474;2.809
12.418;0.444;2.829
12.420;0.466;2.882
12.422;0.506;2.939
12.424;0.556;2.966
12.426;0.595;2.977
12.428;0.586;2.970
12.430;0.562;2.955
12.432;0.524;2.936
12.434;0.492;2.917
12.436;0.499;2.896
12.438;0.526;2.899
12.440;0.560;2.918
12.442;0.577;2.968
12.444;0.585;3.022
12.446;0.587;3.071
12.448;0.588;3.096
12.450;0.585;3.054
12.452;0.580;2.993
12.454;0.577;2.931
12.456;0.571;2.875
12.458;0.552;2.860
12.460;0.534;2.858
12.462;0.530;2.856
12.464;0.542;2.852
12.466;0.606;2.837
12.468;0.658;2.817
12.470;0.635;2.788
12.472;0.587;2.757
12.474;0.504;2.714
12.476;0.433;2.683
12.478;0.447;2.694
12.480;0.494;2.735
12.482;0.557;2.832
12.484;0.626;2.929
12.486;0.681;2.963
12.488;0.730;2.971
12.490;0.767;2.952
12.492;0.796;2.927
12.494;0.821;2.918
12.496;0.834;2.905
12.498;0.827;2.872
12.500;0.810;2.850
12.502;0.790;2.870
12.504;0.761;2.922
12.506;0.733;2.977
12.508;0.709;2.993
12.510;0.691;2.993
12.512;0.688;2.982
12.514;0.698;2.971
12.516;0.732;2.965
12.518;0.761;2.965
12.520;0.755;2.990
12.522;0.741;3.015
12.524;0.723;3.023
12.526;0.711;3.020
12.528;0.738;2.996
12.530;0.766;2.964
12.532;0.751;2.933
12.534;0.734;2.905
12.536;0.742;2.885
12.538;0.763;2.871
12.540;0.817;2.864
12.542;0.867;2.871
12.544;0.868;2.908
12.546;0.849;2.951
12.548;0.808;2.993
12.550;0.770;3.022
12.552;0.767;2.995
12.554;0.774;2.958
12.556;0.790;2.948
12.558;0.810;2.954
12.560;0.831;3.006
12.562;0.844;3.056
12.564;0.834;3.052
12.566;0.816;3.029
12.568;0.791;2.980
12.570;0.770;2.940
12.572;0.755;2.916
12.574;0.756;2.947
12.576;0.758;2.983
12.578;0.753;3.000
12.580;0.746;3.005
12.582;0.725;2.949
12.584;0.698;2.889
12.586;0.668;2.888
12.588;0.648;2.904
12.590;0.655;2.936
12.592;0.669;2.958
12.594;0.688;2.913
12.596;0.704;2.856
12.598;0.700;2.812
12.600;0.694;2.796
12.602;0.696;2.854
12.604;0.698;2.921
12.606;0.699;2.956
12.608;0.698;2.974
12.610;0.686;2.933
12.612;0.677;2.886
12.614;0.686;2.889
12.616;0.707;2.902
12.618;0.754;2.919
12.620;0.799;2.933
12.622;0.817;2.914
12.624;0.819;2.892
12.626;0.795;2.894
12.628;0.762;2.904
12.630;0.741;2.917
12.632;0.720;2.933
12.634;0.696;2.957
12.636;0.694;2.978
12.638;0.692;2.992
12.640;0.673;2.990
12.642;0.651;2.978
12.644;0.624;2.958
12.646;0.612;2.941
12.648;0.663;2.943
12.650;0.715;2.937
12.652;0.717;2.889
12.654;0.703;2.848
12.656;0.671;2.858
12.658;0.648;2.886
12.660;0.685;2.945
12.662;0.727;2.993
12.664;0.726;2.954
12.666;0.722;2.904
12.668;0.745;2.904
12.670;0.765;2.912
12.672;0.757;2.917
12.674;0.748;2.918
12.676;0.735;2.904
12.678;0.725;2.881
12.680;0.751;2.852
12.682;0.786;2.811
12.684;0.799;2.722
12.686;0.802;2.652
12.688;0.803;2.679
12.690;0.799;2.743
12.692;0.785;2.838
12.694;0.771;2.933
12.696;0.774;2.983
12.698;0.775;3.014
12.700;0.756;3.027
12.702;0.724;3.026
12.704;0.691;3.011
12.706;0.666;2.974
12.708;0.653;2.931
12.710;0.669;2.891
12.712;0.695;2.862
12.714;0.723;2.864
12.716;0.758;2.891
12.718;0.797;2.962
12.720;0.829;3.023
12.722;0.842;3.009
12.724;0.840;2.977
12.726;0.807;2.934
12.728;0.776;2.901
12.730;0.787;2.929
12.732;0.802;2.963
12.734;0.814;2.971
12.736;0.818;2.968
12.738;0.778;2.938
12.740;0.736;2.904
12.742;0.731;2.884
12.744;0.734;2.867
12.746;0.745;2.857
12.748;0.751;2.866
12.750;0.719;2.913
12.752;0.685;2.956
12.754;0.682;2.966
12.756;0.691;2.967
12.758;0.719;2.953
12.760;0.751;2.934
12.762;0.766;2.932
12.764;0.770;2.936
12.766;0.757;2.933
12.768;0.740;2.945
12.770;0.723;2.963
12.772;0.722;3.002
12.774;0.724;3.038
12.776;0.715;3.045
12.778;0.704;3.035
12.780;0.693;3.001
12.782;0.687;2.959
12.784;0.703;2.911
12.786;0.722;2.870
12.788;0.723;2.867
12.790;0.716;2.880
12.792;0.694;2.901
12.794;0.672;2.920
12.796;0.671;2.920
12.798;0.669;2.915
12.800;0.658;2.894
12.802;0.642;2.921
12.804;0.623;2.951
12.806;0.611;2.959
12.808;0.601;2.952
12.810;0.591;2.906
12.812;0.574;2.848
12.814;0.540;2.803
12.816;0.512;2.773
12.818;0.504;2.775
12.820;0.505;2.796
12.822;0.529;2.846
12.824;0.556;2.900
12.826;0.561;2.932
12.828;0.554;2.958
12.830;0.527;2.976
12.832;0.492;2.985
12.834;0.435;2.984
12.836;0.418;2.967
12.838;0.424;2.952
12.840;0.480;2.966
12.842;0.551;2.988
12.844;0.610;3.009
12.846;0.656;3.022
12.848;0.671;3.009
12.850;0.677;2.978
12.852;0.681;2.930
12.854;0.680;2.874
12.856;0.669;2.797
12.858;0.663;2.740
12.860;0.675;2.767
12.862;0.697;2.820
12.864;0.762;2.880
12.866;0.823;2.938
12.868;0.833;2.953
12.870;0.816;2.966
12.872;0.761;3.026
12.874;0.703;3.083
12.876;0.678;3.100
12.878;0.668;3.092
12.880;0.681;3.036
12.882;0.698;2.980
12.884;0.694;2.967
12.886;0.690;2.979
12.888;0.703;3.037
12.890;0.721;3.105
12.892;0.747;3.156
12.894;0.765;3.191
12.896;0.745;3.188
12.898;0.729;3.167
12.900;0.746;3.130
12.902;0.805;3.083
12.904;0.866;3.035
12.906;0.890;2.995
12.908;0.888;2.963
12.910;0.839;2.950
12.912;0.772;2.945
12.914;0.691;2.946
12.916;0.615;2.947
12.918;0.568;2.937
12.920;0.544;2.921
12.922;0.569;2.894
12.924;0.608;2.864
12.926;0.640;2.831
12.928;0.662;2.802
12.930;0.645;2.782
12.932;0.620;2.780
12.934;0.606;2.821
12.936;0.601;2.877
12.938;0.621;2.946
12.940;0.647;3.006
12.942;0.670;3.027
12.944;0.690;3.018
12.946;0.694;2.945
12.948;0.694;2.864
12.950;0.697;2.817
12.952;0.704;2.799
12.954;0.734;2.858
12.956;0.760;2.928
12.958;0.755;2.959
12.960;0.728;2.969
12.962;0.670;2.942
12.964;0.606;2.902
12.966;0.550;2.852
12.968;0.499;2.803
12.970;0.468;2.772
12.972;0.483;2.792
12.974;0.520;2.839
12.976;0.589;2.930
12.978;0.651;3.014
12.980;0.645;3.021
12.982;0.620;3.015
12.984;0.593;3.024
12.986;0.569;3.041
12.988;0.564;3.093
12.990;0.572;3.152
12.992;0.602;3.196
12.994;0.643;3.226
12.996;0.694;3.232
12.998;0.745;3.220
13.000;0.782;3.181
13.002;0.816;3.129
13.004;0.856;3.073
13.006;0.882;3.015
13.008;0.868;2.955
13.010;0.841;2.909
13.012;0.806;2.906
13.014;0.774;2.918
13.016;0.772;2.939
13.018;0.773;2.961
13.020;0.765;2.966
13.022;0.759;2.973
13.024;0.765;3.008
13.026;0.765;3.035
13.028;0.732;3.022
13.030;0.703;2.994
13.032;0.697;2.941
13.034;0.723;2.922
13.036;0.759;2.913
13.038;0.797;2.950
13.040;0.828;2.973
13.042;0.827;2.903
13.044;0.814;2.806
13.046;0.788;2.686
13.048;0.767;2.593
13.050;0.785;2.604
13.052;0.808;2.660
13.054;0.811;2.765
13.056;0.803;2.875
13.058;0.763;2.934
13.060;0.729;2.978
13.062;0.743;3.014
13.064;0.775;3.034
13.066;0.831;3.047
13.068;0.859;3.027
13.070;0.871;2.986
13.072;0.853;2.919
13.074;0.827;2.855
13.076;0.808;2.832
13.078;0.798;2.825
13.080;0.816;2.835
13.082;0.828;2.843
13.084;0.799;2.814
13.086;0.762;2.784
13.088;0.731;2.779
13.090;0.710;2.784
13.092;0.722;2.809
13.094;0.740;2.822
13.096;0.736;2.777
13.098;0.728;2.709
13.100;0.713;2.599
13.102;0.726;2.560
13.104;0.748;2.549
13.106;0.784;2.591
13.108;0.820;2.646
13.110;0.839;2.676
13.112;0.840;2.691
13.114;0.795;2.668
13.116;0.736;2.635
13.118;0.683;2.601
13.120;0.642;2.579
13.122;0.640;2.608
13.124;0.651;2.649
13.126;0.654;2.681
13.128;0.659;2.706
13.130;0.678;2.730
13.132;0.704;2.736
13.134;0.735;2.696
13.136;0.757;2.626
13.138;0.745;2.504
13.140;0.728;2.386
13.142;0.720;2.337
13.144;0.722;2.322
13.146;0.752;2.342
13.148;0.791;2.391
13.150;0.829;2.472
13.152;0.864;2.571
13.154;0.892;2.693
13.156;0.911;2.810
13.158;0.914;2.877
13.160;0.907;2.917
13.162;0.884;2.922
13.164;0.856;2.913
13.166;0.830;2.902
13.168;0.820;2.913
13.170;0.816;2.926
13.172;0.811;2.931
13.174;0.805;2.921
13.176;0.781;2.877
13.178;0.765;2.827
13.180;0.774;2.782
13.182;0.803;2.744
13.184;0.875;2.743
13.186;0.951;2.750
13.188;0.998;2.745
13.190;1.024;2.736
13.192;0.998;2.714
13.194;0.962;2.691
13.196;0.945;2.676
13.198;0.937;2.664
13.200;0.948;2.660
13.202;0.964;2.653
13.204;0.976;2.632
13.206;0.985;2.610
13.208;0.991;2.592
13.210;0.988;2.570
13.212;0.962;2.530
13.214;0.928;2.496
13.216;0.894;2.481
13.218;0.865;2.488
13.220;0.854;2.549
13.222;0.849;2.619
13.224;0.837;2.648
13.226;0.828;2.671
13.228;0.838;2.720
13.230;0.852;2.762
13.232;0.864;2.798
13.234;0.874;2.762
13.236;0.883;2.696
13.238;0.894;2.584
13.240;0.893;2.479
13.242;0.874;2.456
13.244;0.842;2.460
13.246;0.786;2.483
13.248;0.731;2.506
13.250;0.686;2.470
13.252;0.662;2.433
13.254;0.682;2.430
13.256;0.732;2.466
13.258;0.832;2.611
13.260;0.935;2.763
13.262;0.997;2.852
13.264;1.035;2.889
13.266;1.026;2.807
13.268;1.003;2.700
13.270;0.978;2.627
13.272;0.965;2.575
13.274;1.004;2.596
13.276;1.061;2.639
13.278;1.134;2.680
13.280;1.188;2.712
13.282;1.167;2.697
13.284;1.117;2.672
13.286;1.047;2.650
13.288;0.975;2.639
13.290;0.937;2.658
13.292;0.918;2.692
13.294;0.921;2.741
13.296;0.931;2.799
13.298;0.935;2.867
13.300;0.945;2.928
13.302;0.958;2.972
13.304;0.986;2.965
13.306;1.013;2.939
13.308;1.021;2.909
13.310;1.024;2.879
13.312;1.022;2.865
13.314;1.023;2.859
13.316;1.045;2.874
13.318;1.065;2.885
13.320;1.067;2.862
13.322;1.055;2.835
13.324;1.021;2.827
13.326;0.967;2.802
13.328;0.874;2.715
13.330;0.788;2.624
13.332;0.728;2.519
13.334;0.758;2.508
13.336;0.830;2.555
13.338;0.957;2.720
13.340;1.078;2.892
13.342;1.111;2.968
13.344;1.109;3.007
13.346;1.077;2.997
13.348;1.029;2.957
13.350;0.973;2.888
13.352;0.921;2.815
13.354;0.893;2.774
13.356;0.890;2.747
13.358;0.953;2.753
13.360;1.026;2.756
13.362;1.065;2.707
13.364;1.078;2.642
13.366;1.030;2.559
13.368;0.981;2.514
13.370;0.937;2.489
13.372;0.939;2.484
13.374;0.959;2.499
13.376;0.983;2.547
13.378;1.009;2.606
13.380;1.041;2.668
13.382;1.066;2.722
13.384;1.062;2.743
13.386;1.037;2.753
13.388;0.967;2.764
13.390;0.899;2.774
13.392;0.876;2.803
13.394;0.878;2.825
13.396;0.920;2.813
13.398;0.964;2.789
13.400;0.968;2.765
13.402;0.969;2.733
13.404;0.994;2.694
13.406;1.018;2.642
13.408;1.012;2.546
13.410;1.002;2.453
13.412;1.005;2.408
13.414;1.016;2.390
13.416;1.055;2.414
13.418;1.089;2.451
13.420;1.083;2.464
13.422;1.053;2.462
13.424;0.997;2.435
13.426;0.934;2.420
13.428;0.861;2.435
13.430;0.810;2.475
13.432;0.820;2.580
13.434;0.907;2.680
13.436;1.008;2.773
13.438;1.063;2.854
13.440;1.094;2.900
13.442;1.061;2.846
13.444;1.025;2.774
13.446;1.044;2.722
13.448;1.079;2.685
13.450;1.135;2.717
13.452;1.183;2.772
13.454;1.172;2.816
13.456;1.142;2.848
13.458;1.114;2.857
13.460;1.087;2.859
13.462;1.069;2.855
13.464;1.059;2.844
13.466;1.064;2.836
13.468;1.075;2.819
13.470;1.098;2.771
13.472;1.120;2.719
13.474;1.123;2.685
13.476;1.117;2.656
13.478;1.099;2.632
13.480;1.079;2.617
13.482;1.067;2.617
13.484;1.060;2.619
13.486;1.067;2.618
13.488;1.067;2.614
13.490;1.038;2.597
13.492;0.999;2.575
13.494;0.941;2.557
13.496;0.886;2.539
13.498;0.863;2.514
13.500;0.840;2.488
13.502;0.826;2.471
13.504;0.827;2.481
13.506;0.837;2.509
13.508;0.850;2.566
13.510;0.864;2.629
13.512;0.872;2.689
13.514;0.877;2.730
13.516;0.879;2.728
13.518;0.886;2.698
13.520;0.899;2.619
13.522;0.913;2.525
13.524;0.928;2.429
13.526;0.948;2.351
13.528;1.004;2.345
13.530;1.044;2.354
13.532;1.015;2.346
13.534;0.953;2.331
13.536;0.844;2.278
13.538;0.731;2.223
13.540;0.664;2.187
13.542;0.640;2.189
13.544;0.684;2.268
13.546;0.769;2.381
13.548;0.923;2.542
13.550;1.078;2.692
13.552;1.151;2.739
13.554;1.201;2.748
13.556;1.237;2.732
13.558;1.264;2.701
13.560;1.309;2.665
13.562;1.345;2.642
13.564;1.339;2.656
13.566;1.321;2.710
13.568;1.296;2.773
13.570;1.276;2.824
13.572;1.252;2.862
13.574;1.222;2.878
13.576;1.196;2.878
13.578;1.178;2.863
13.580;1.169;2.830
13.582;1.185;2.769
13.584;1.199;2.696
13.586;1.182;2.620
13.588;1.151;2.544
13.590;1.081;2.458
13.592;1.025;2.402
13.594;1.050;2.437
13.596;1.100;2.511
13.598;1.171;2.653
13.600;1.217;2.733
13.602;1.248;2.781
13.604;1.242;2.759
13.606;1.220;2.700
13.608;1.183;2.615
13.610;1.150;2.533
13.612;1.142;2.477
13.614;1.152;2.451
13.616;1.200;2.507
13.618;1.257;2.582
13.620;1.306;2.640
13.622;1.342;2.673
13.624;1.351;2.628
13.626;1.344;2.564
13.628;1.308;2.501
13.630;1.261;2.440
13.632;1.208;2.392
13.634;1.197;2.419
13.636;1.213;2.484
13.638;1.306;2.630
13.640;1.415;2.786
13.642;1.481;2.862
13.644;1.524;2.900
13.646;1.526;2.890
13.648;1.518;2.861
13.650;1.533;2.828
13.652;1.546;2.801
13.654;1.537;2.799
13.656;1.523;2.807
13.658;1.508;2.839
13.660;1.502;2.872
13.662;1.544;2.885
13.664;1.596;2.887
13.666;1.626;2.876
13.668;1.636;2.858
13.670;1.603;2.835
13.672;1.562;2.809
13.674;1.534;2.776
13.676;1.517;2.748
13.678;1.541;2.740
13.680;1.568;2.740
13.682;1.552;2.730
13.684;1.535;2.728
13.686;1.541;2.757
13.688;1.549;2.793
13.690;1.567;2.849
13.692;1.580;2.878
13.694;1.542;2.788
13.696;1.505;2.672
13.698;1.513;2.557
